id,label
10609,0.922957
1061,0.001553
10610,0.993066
10611,0.000773
10612,0.434161
10613,0.001585
10614,0.011282
10615,0.000701
10616,0.977115
10617,0.270003
10618,0.021620
10619,0.061154
1062,0.003206
10620,0.794409
10621,0.001764
10622,0.741694
10623,0.010331
10624,0.004524
10625,0.537579
10626,0.869882
10627,0.001093
10628,0.000107
10629,0.940584
1063,0.001022
10630,0.023493
10631,0.001070
10632,0.987915
10633,0.961514
10634,0.001082
10635,0.002026
10636,0.997351
10637,0.129981
10638,0.001562
10639,0.986903
1064,0.001600
10640,0.986625
10641,0.997121
10642,0.982677
10643,0.010039
10644,0.990572
10645,0.997727
10646,0.156738
10647,0.122038
10648,0.950807
10649,0.059910
1065,0.000646
10650,0.014014
10651,0.878410
10652,0.000728
10653,0.037001
10654,0.010750
10655,0.002119
10656,0.999427
10657,0.167435
10658,0.534072
10659,0.836052
1066,0.989003
10660,0.002423
10661,0.964285
10662,0.844880
10663,0.994373
10664,0.013121
10665,0.046171
10666,0.983589
10667,0.982195
10668,0.001449
10669,0.002842
1067,0.996682
10670,0.003853
10671,0.725705
10672,0.495933
10673,0.989943
10674,0.004979
10675,0.266125
10676,0.057769
10677,0.021945
10678,0.003133
10679,0.003898
1068,0.998989
10680,0.010273
10681,0.000592
10682,0.051505
10683,0.956110
10684,0.741375
10685,0.893676
10686,0.064779
10687,0.003132
10688,0.999604
10689,0.992462
1069,0.000598
10690,0.018853
10691,0.026688
10692,0.878748
10693,0.003706
10694,0.005662
10695,0.969221
10696,0.990191
10697,0.999554
10698,0.098791
10699,0.788355
107,0.059775
1070,0.921322
10700,0.009671
10701,0.942193
10702,0.993251
10703,0.957973
10704,0.197268
10705,0.646550
10706,0.936477
10707,0.984438
10708,0.091473
10709,0.995555
1071,0.025558
10710,0.106266
10711,0.027106
10712,0.954437
10713,0.093534
10714,0.975365
10715,0.986944
10716,0.002523
10717,0.987342
10718,0.026701
10719,0.977770
1072,0.876078
10720,0.997566
10721,0.001730
10722,0.019364
10723,0.997354
10724,0.997884
10725,0.999309
10726,0.001533
10727,0.001348
10728,0.155242
10729,0.002941
1073,0.001960
10730,0.929426
10731,0.873746
10732,0.718575
10733,0.736425
10734,0.009801
10735,0.171456
10736,0.083249
10737,0.002367
10738,0.408350
10739,0.985500
1074,0.970035
10740,0.168520
10741,0.875095
10742,0.335732
10743,0.421858
10744,0.983442
10745,0.090876
10746,0.007389
10747,0.274960
10748,0.002862
10749,0.021449
1075,0.998939
10750,0.064743
10751,0.085431
10752,0.775464
10753,0.990436
10754,0.000451
10755,0.997997
10756,0.912566
10757,0.000977
10758,0.897944
10759,0.019795
1076,0.029311
10760,0.028185
10761,0.058790
10762,0.100622
10763,0.024700
10764,0.012685
10765,0.946728
10766,0.976718
10767,0.984721
10768,0.999478
10769,0.992620
1077,0.297894
10770,0.817316
10771,0.979638
10772,0.880047
10773,0.997325
10774,0.002739
10775,0.000240
10776,0.030717
10777,0.782266
10778,0.001573
10779,0.005305
1078,0.024818
10780,0.000574
10781,0.027184
10782,0.971250
10783,0.417254
10784,0.003520
10785,0.985381
10786,0.037130
10787,0.988060
10788,0.981141
10789,0.008568
1079,0.761772
10790,0.954771
10791,0.156956
10792,0.047363
10793,0.091826
10794,0.955285
10795,0.706191
10796,0.048432
10797,0.005202
10798,0.488767
10799,0.014635
108,0.003066
1080,0.990378
10800,0.123196
10801,0.554827
10802,0.000175
10803,0.627891
10804,0.959074
10805,0.172555
10806,0.234159
10807,0.029612
10808,0.930753
10809,0.018090
1081,0.525069
10810,0.003806
10811,0.568514
10812,0.033486
10813,0.327701
10814,0.003711
10815,0.462818
10816,0.000127
10817,0.006671
10818,0.001942
10819,0.062698
1082,0.992429
10820,0.316983
10821,0.947431
10822,0.189397
10823,0.023527
10824,0.016845
10825,0.999492
10826,0.923495
10827,0.015213
10828,0.088059
10829,0.725828
1083,0.699891
10830,0.052412
10831,0.857552
10832,0.565911
10833,0.853075
10834,0.549903
10835,0.036295
10836,0.269343
10837,0.641056
10838,0.997396
10839,0.015058
1084,0.000440
10840,0.059491
10841,0.001623
10842,0.007266
10843,0.008514
10844,0.997850
10845,0.132700
10846,0.265603
10847,0.983988
10848,0.991470
10849,0.138755
1085,0.039512
10850,0.003643
10851,0.968054
10852,0.620557
10853,0.975163
10854,0.989041
10855,0.969498
10856,0.001966
10857,0.987407
10858,0.294440
10859,0.997926
1086,0.981710
10860,0.014296
10861,0.733000
10862,0.002928
10863,0.991150
10864,0.986790
10865,0.000606
10866,0.701202
10867,0.001948
10868,0.364511
10869,0.992801
1087,0.770661
10870,0.929914
10871,0.002570
10872,0.873709
10873,0.001323
10874,0.242920
10875,0.987735
10876,0.974006
10877,0.092933
10878,0.007092
10879,0.982263
1088,0.004697
10880,0.002510
10881,0.997669
10882,0.922722
10883,0.989601
10884,0.000301
10885,0.790603
10886,0.004852
10887,0.001757
10888,0.999300
10889,0.462203
1089,0.999683
10890,0.014707
10891,0.826327
10892,0.962806
10893,0.095124
10894,0.202532
10895,0.978208
10896,0.911424
10897,0.995763
10898,0.974116
10899,0.978520
109,0.540150
1090,0.160118
10900,0.984347
10901,0.030582
10902,0.995500
10903,0.571519
10904,0.984061
10905,0.996911
10906,0.018537
10907,0.996696
10908,0.994094
10909,0.990933
1091,0.826165
10910,0.070425
10911,0.997357
10912,0.986867
10913,0.868983
10914,0.999743
10915,0.006041
10916,0.995246
10917,0.251591
10918,0.027316
10919,0.911680
1092,0.351959
10920,0.906575
10921,0.525804
10922,0.016056
10923,0.015479
10924,0.991501
10925,0.559213
10926,0.935889
10927,0.118807
10928,0.000948
10929,0.506557
1093,0.999885
10930,0.486334
10931,0.112443
10932,0.978135
10933,0.169220
10934,0.000149
10935,0.999330
10936,0.864346
10937,0.875178
10938,0.000730
10939,0.011430
1094,0.999684
10940,0.998684
10941,0.088322
10942,0.892464
10943,0.724756
10944,0.029209
10945,0.026741
10946,0.752670
10947,0.000111
10948,0.946241
10949,0.010400
1095,0.740814
10950,0.182000
10951,0.999626
10952,0.886699
10953,0.006395
10954,0.990880
10955,0.014448
10956,0.002796
10957,0.973971
10958,0.002297
10959,0.872691
1096,0.979864
10960,0.011294
10961,0.960982
10962,0.091206
10963,0.982352
10964,0.003139
10965,0.012563
10966,0.940121
10967,0.466404
10968,0.826610
10969,0.003810
1097,0.001793
10970,0.008374
10971,0.344479
10972,0.000937
10973,0.993094
10974,0.592590
10975,0.000782
10976,0.899709
10977,0.003977
10978,0.440700
10979,0.241671
1098,0.414402
10980,0.008274
10981,0.497665
10982,0.809000
10983,0.973941
10984,0.986191
10985,0.968433
10986,0.005326
10987,0.012554
10988,0.017274
10989,0.001969
1099,0.000792
10990,0.962584
10991,0.003010
10992,0.069502
10993,0.991121
10994,0.995164
10995,0.200379
10996,0.997530
10997,0.000107
10998,0.985336
10999,0.123664
11,0.003296
110,0.998598
1100,0.964291
11000,0.022377
11001,0.996408
11002,0.997839
11003,0.000394
11004,0.004156
11005,0.817878
11006,0.997237
11007,0.707725
11008,0.008023
11009,0.214305
1101,0.765538
11010,0.996899
11011,0.822305
11012,0.730864
11013,0.893778
11014,0.366172
11015,0.901556
11016,0.936728
11017,0.027377
11018,0.082867
11019,0.960945
1102,0.004554
11020,0.982076
11021,0.667700
11022,0.001804
11023,0.998671
11024,0.997550
11025,0.029309
11026,0.088020
11027,0.985100
11028,0.183357
11029,0.189260
1103,0.106567
11030,0.992071
11031,0.000911
11032,0.042442
11033,0.700060
11034,0.995305
11035,0.992256
11036,0.998580
11037,0.996401
11038,0.003760
11039,0.001725
1104,0.047672
11040,0.040599
11041,0.957235
11042,0.008814
11043,0.998275
11044,0.979002
11045,0.012495
11046,0.990382
11047,0.452766
11048,0.856219
11049,0.074093
1105,0.694976
11050,0.976277
11051,0.954517
11052,0.056833
11053,0.991490
11054,0.994966
11055,0.582378
11056,0.040832
11057,0.988036
11058,0.023157
11059,0.002301
1106,0.980865
11060,0.035374
11061,0.005206
11062,0.900552
11063,0.984714
11064,0.016965
11065,0.974469
11066,0.985651
11067,0.019049
11068,0.015864
11069,0.996433
1107,0.067296
11070,0.995985
11071,0.990547
11072,0.007796
11073,0.055313
11074,0.073166
11075,0.002575
11076,0.000425
11077,0.002193
11078,0.014191
11079,0.824061
1108,0.992250
11080,0.998038
11081,0.998194
11082,0.001622
11083,0.971002
11084,0.418261
11085,0.872717
11086,0.007716
11087,0.026691
11088,0.024953
11089,0.991790
1109,0.045999
11090,0.444067
11091,0.315546
11092,0.994536
11093,0.988501
11094,0.006340
11095,0.697940
11096,0.509285
11097,0.994701
11098,0.001068
11099,0.053426
111,0.996395
1110,0.005131
11100,0.999965
11101,0.992077
11102,0.672146
11103,0.005164
11104,0.996586
11105,0.072338
11106,0.011969
11107,0.782511
11108,0.059534
11109,0.010592
1111,0.046449
11110,0.127031
11111,0.957042
11112,0.623472
11113,0.343237
11114,0.994323
11115,0.032414
11116,0.824662
11117,0.267351
11118,0.418374
11119,0.051168
1112,0.005012
11120,0.082126
11121,0.673562
11122,0.001524
11123,0.701758
11124,0.009117
11125,0.861246
11126,0.987469
11127,0.013697
11128,0.957349
11129,0.000885
1113,0.000813
11130,0.001446
11131,0.001443
11132,0.971563
11133,0.109915
11134,0.854231
11135,0.001371
11136,0.019459
11137,0.000942
11138,0.010628
11139,0.971637
1114,0.985452
11140,0.988710
11141,0.460343
11142,0.573937
11143,0.988454
11144,0.001382
11145,0.993417
11146,0.999931
11147,0.999612
11148,0.998026
11149,0.988451
1115,0.313886
11150,0.060312
11151,0.996362
11152,0.878134
11153,0.980271
11154,0.999515
11155,0.503372
11156,0.207203
11157,0.470219
11158,0.018914
11159,0.995057
1116,0.657978
11160,0.156765
11161,0.859408
11162,0.002513
11163,0.000614
11164,0.999357
11165,0.960376
11166,0.006453
11167,0.339344
11168,0.079699
11169,0.941776
1117,0.008441
11170,0.998460
11171,0.002931
11172,0.009710
11173,0.999059
11174,0.954805
11175,0.991311
11176,0.986382
11177,0.406593
11178,0.999689
11179,0.004658
1118,0.001508
11180,0.852031
11181,0.354348
11182,0.998863
11183,0.006177
11184,0.005861
11185,0.012228
11186,0.317169
11187,0.331965
11188,0.981507
11189,0.970613
1119,0.001153
11190,0.000265
11191,0.723369
11192,0.027614
11193,0.995019
11194,0.993189
11195,0.784064
11196,0.000948
11197,0.022394
11198,0.004955
11199,0.024746
112,0.972719
1120,0.118172
11200,0.057856
11201,0.994031
11202,0.970695
11203,0.000061
11204,0.991603
11205,0.843883
11206,0.001754
11207,0.000965
11208,0.943509
11209,0.009054
1121,0.996609
11210,0.988903
11211,0.731995
11212,0.647328
11213,0.929045
11214,0.008485
11215,0.027211
11216,0.017980
11217,0.844310
11218,0.907744
11219,0.008998
1122,0.948872
11220,0.129974
11221,0.291988
11222,0.950942
11223,0.122505
11224,0.961860
11225,0.093459
11226,0.000586
11227,0.641517
11228,0.504748
11229,0.136863
1123,0.053208
11230,0.587496
11231,0.106955
11232,0.970963
11233,0.002955
11234,0.000302
11235,0.965843
11236,0.007243
11237,0.964146
11238,0.973602
11239,0.954145
1124,0.377713
11240,0.040823
11241,0.999171
11242,0.929295
11243,0.001966
11244,0.999019
11245,0.193501
11246,0.171358
11247,0.938869
11248,0.955473
11249,0.979785
1125,0.002036
11250,0.985025
11251,0.999143
11252,0.000257
11253,0.999897
11254,0.984586
11255,0.756850
11256,0.013783
11257,0.119829
11258,0.973303
11259,0.002987
1126,0.001790
11260,0.007023
11261,0.964952
11262,0.940758
11263,0.007807
11264,0.015429
11265,0.737699
11266,0.003293
11267,0.060368
11268,0.926963
11269,0.999259
1127,0.000822
11270,0.015979
11271,0.004144
11272,0.999888
11273,0.980979
11274,0.992637
11275,0.000630
11276,0.021745
11277,0.997280
11278,0.948933
11279,0.971780
1128,0.002188
11280,0.762919
11281,0.958587
11282,0.993875
11283,0.817262
11284,0.992986
11285,0.046910
11286,0.959876
11287,0.057870
11288,0.019357
11289,0.000231
1129,0.193418
11290,0.969156
11291,0.004270
11292,0.922175
11293,0.998452
11294,0.987042
11295,0.000830
11296,0.968860
11297,0.994837
11298,0.031874
11299,0.149125
113,0.996669
1130,0.529556
11300,0.968194
11301,0.224697
11302,0.850934
11303,0.998439
11304,0.999158
11305,0.964633
11306,0.117815
11307,0.633141
11308,0.972832
11309,0.483228
1131,0.916016
11310,0.977605
11311,0.965526
11312,0.990993
11313,0.051663
11314,0.902786
11315,0.476030
11316,0.859960
11317,0.002525
11318,0.001450
11319,0.971276
1132,0.109749
11320,0.982633
11321,0.891178
11322,0.977759
11323,0.002521
11324,0.072344
11325,0.014122
11326,0.972546
11327,0.993443
11328,0.001364
11329,0.833432
1133,0.212441
11330,0.039226
11331,0.999915
11332,0.999631
11333,0.330179
11334,0.926829
11335,0.971319
11336,0.029666
11337,0.321436
11338,0.189881
11339,0.895849
1134,0.001413
11340,0.983319
11341,0.814223
11342,0.002896
11343,0.991345
11344,0.982218
11345,0.001321
11346,0.976723
11347,0.996520
11348,0.900203
11349,0.469075
1135,0.012707
11350,0.662699
11351,0.013110
11352,0.954542
11353,0.000252
11354,0.832162
11355,0.002628
11356,0.999633
11357,0.953432
11358,0.979219
11359,0.000079
1136,0.953002
11360,0.894344
11361,0.012950
11362,0.034555
11363,0.990031
11364,0.138397
11365,0.002182
11366,0.998525
11367,0.075367
11368,0.087206
11369,0.038436
1137,0.000121
11370,0.953192
11371,0.992424
11372,0.031219
11373,0.010090
11374,0.001314
11375,0.001485
11376,0.024207
11377,0.002216
11378,0.997794
11379,0.898227
1138,0.000497
11380,0.937284
11381,0.022288
11382,0.893574
11383,0.998841
11384,0.004456
11385,0.991286
11386,0.837306
11387,0.973680
11388,0.002167
11389,0.001335
1139,0.684968
11390,0.011982
11391,0.996950
11392,0.000439
11393,0.000473
11394,0.933396
11395,0.808096
11396,0.004256
11397,0.004134
11398,0.947771
11399,0.982269
114,0.000829
1140,0.038423
11400,0.991003
11401,0.001006
11402,0.985037
11403,0.062472
11404,0.023487
11405,0.041328
11406,0.958457
11407,0.253150
11408,0.967551
11409,0.050267
1141,0.000403
11410,0.059635
11411,0.998820
11412,0.984703
11413,0.000306
11414,0.129439
11415,0.119348
11416,0.927001
11417,0.962264
11418,0.458230
11419,0.903954
1142,0.001307
11420,0.994050
11421,0.006859
11422,0.996258
11423,0.931812
11424,0.043992
11425,0.779188
11426,0.856850
11427,0.990928
11428,0.931285
11429,0.993679
1143,0.001420
11430,0.998968
11431,0.002129
11432,0.004432
11433,0.430031
11434,0.195533
11435,0.992332
11436,0.821723
11437,0.774870
11438,0.998439
11439,0.987143
1144,0.957237
11440,0.000494
11441,0.975339
11442,0.954495
11443,0.997826
11444,0.015366
11445,0.998860
11446,0.001913
11447,0.005923
11448,0.947094
11449,0.987854
1145,0.928403
11450,0.021624
11451,0.968612
11452,0.364012
11453,0.744379
11454,0.572349
11455,0.001369
11456,0.345161
11457,0.004048
11458,0.224599
11459,0.997512
1146,0.963317
11460,0.044667
11461,0.995519
11462,0.905227
11463,0.000195
11464,0.964478
11465,0.002005
11466,0.002298
11467,0.001497
11468,0.993023
11469,0.983492
1147,0.986237
11470,0.998311
11471,0.168147
11472,0.998420
11473,0.999105
11474,0.010999
11475,0.014346
11476,0.122788
11477,0.021824
11478,0.993672
11479,0.374836
1148,0.000384
11480,0.064101
11481,0.008266
11482,0.898192
11483,0.998258
11484,0.001513
11485,0.020390
11486,0.940472
11487,0.843862
11488,0.998648
11489,0.005069
1149,0.981491
11490,0.891904
11491,0.000091
11492,0.000604
11493,0.002295
11494,0.816049
11495,0.005561
11496,0.985278
11497,0.998287
11498,0.072867
11499,0.001051
115,0.006205
1150,0.156121
11500,0.007314
11501,0.522562
11502,0.999928
11503,0.914916
11504,0.132012
11505,0.418985
11506,0.997215
11507,0.729228
11508,0.001166
11509,0.409002
1151,0.999741
11510,0.986421
11511,0.218771
11512,0.896284
11513,0.731227
11514,0.820728
11515,0.930611
11516,0.994337
11517,0.008210
11518,0.001604
11519,0.900973
1152,0.012344
11520,0.938618
11521,0.884009
11522,0.187878
11523,0.008537
11524,0.282611
11525,0.008224
11526,0.996693
11527,0.987005
11528,0.000626
11529,0.000991
1153,0.000140
11530,0.994858
11531,0.000408
11532,0.199324
11533,0.999532
11534,0.002767
11535,0.996101
11536,0.986507
11537,0.605660
11538,0.006512
11539,0.999292
1154,0.999011
11540,0.017244
11541,0.932944
11542,0.923312
11543,0.000308
11544,0.016912
11545,0.010387
11546,0.131591
11547,0.002880
11548,0.994107
11549,0.014045
1155,0.999550
11550,0.989840
11551,0.001375
11552,0.964108
11553,0.999427
11554,0.856577
11555,0.967534
11556,0.000249
11557,0.000859
11558,0.588335
11559,0.022769
1156,0.000242
11560,0.001089
11561,0.819804
11562,0.987945
11563,0.003071
11564,0.002398
11565,0.002508
11566,0.006771
11567,0.922304
11568,0.138143
11569,0.834823
1157,0.899587
11570,0.116105
11571,0.914059
11572,0.004980
11573,0.002356
